case_id,seq,label,date,name,code,tag_main,tag_sub,tag_full,g_ref,source,evidence
CASE-0200,200,성공,2024-06-21,GS글로벌,001250,짝짓기,대장주 상한가,짝짓기/대장주 상한가,G4372,6-3권 22-2 짝짓기 / G4372 + KRX 실측,"상한가 O2,490 H=C3,210(+29.96%)·564억. ※CASE-0086(23-10-16)과 별개"
CASE-0201,201,성공,2024-06-21,GS,078930,짝짓기,2등주 수급전이,짝짓기/2등주 수급전이,G4372,6-3권 22-2 짝짓기 / G4372 + KRX 실측,"GS글로벌 대체 종목(핵심 종목 미상장 시 관련주). 실측 O44,600 H57,500 L44,200 C53,900(+20.85%)·2,371억"
CASE-0202,202,성공,2024-07-08,사조대림,003960,짝짓기,대장주 상한가,짝짓기/대장주 상한가,G4373,6-3권 22-2 짝짓기 / G4373 + KRX 실측,"K-냉동김밥 테마 대장. 상한가 O83,700 H=C99,400(+29.93%)·432억"
CASE-0203,203,성공,2024-07-08,사조씨푸드,014710,짝짓기,2등주 수급전이,짝짓기/2등주 수급전이,G4373,6-3권 22-2 짝짓기 / G4373 + KRX 실측,"사조 그룹주 짝짓기. 상한가 O6,410 H=C7,980(+29.97%)·617억"
CASE-0204,204,성공,2024-07-09,한전산업,130660,짝짓기,대장주 상한가,짝짓기/대장주 상한가,G4374,6-3권 22-2 짝짓기 / G4374 + KRX 실측,"체코 원전 우선협상자 기대(테마 대장). 상한가 O11,550 H=C14,670(+29.94%)·2,268억"
CASE-0205,205,성공,2024-07-09,우리기술,032820,짝짓기,2등주 수급전이,짝짓기/2등주 수급전이,G4374,6-3권 22-2 짝짓기 / G4374 + KRX 실측,"체코 원전 2등주(★큰 거래대금 5,000억↑=2등주 판별). 실측 O2,430 H2,915 L2,420 C2,825(+20.73%)·5,229억. 한전산업 상한가 시점 7~9% 수익"
CASE-0206,206,성공,2024-07-09,서전기전,189860,짝짓기,2등주 수급전이,짝짓기/2등주 수급전이,G4374,6-3권 22-2 짝짓기 / G4374 + KRX 실측,"체코 원전 관련(거래대금 500억 미만 하위 등주). 상한가 O5,690 H=C7,130(+29.87%)·495억"
CASE-0207,207,실패,2024-07-09,SNT에너지,100840,짝짓기,흐름 독립 실패,짝짓기/흐름 독립 실패,G4374,6-3권 22-2 짝짓기 / G4374 + KRX 실측,"체코 원전 테마 상승하나 ★대장주(한전산업)와 상승 시작 시간 어긋남→흐름 독립=짝짓기 제외 반례. 실측 O12,470 H16,100 L12,410 C15,490(+24.22%)·960억. ※CASE-0158(24-03-29)과 별개"
CASE-0208,208,성공,2023-04-07,한국ANKOR유전,152550,상따,끼 종목 비정상 급락 반등(실매매),상따/끼 종목 비정상 급락 반등(실매매),G4342;G4344,6-3권 22-1 소제목③ / G4342·G4344 + KRX 실측,끼 좋은 종목(연속 상한가 습성). 실측 O577 H629 L531 C629(+29.96%)·434억. 장중 -10% 비정상 급락(고629 11:24→저531 15:07) 상한가이탈검색기 포착→반등 매수→7~9% 수익. ★필자 실매매
CASE-0209,209,성공,2023-10-16,한국ANKOR유전,152550,상따,풋성격 유가 다각(실매매),상따/풋성격 유가 다각(실매매),G4348;G4351,6-3권 22-1 소제목③ / G4348~G4351 + KRX 실측,"이-팔 전쟁 국제유가 급등(풋 성격). 실측 O900 H994 L770 C841(+7.0%)·2,490억(일봉 최고 994 노트 일치). 연속 상한가 종목 다각 매매(눌림목/횡보 반복·다음날 갭상 여유·하한가풀림 VI 매수). ★필자 실매매"
CASE-0210,210,성공,2023-10-16,한국석유,004090,상따,유가 테마(재료 실증),상따/유가 테마(재료 실증),G4348,6-3권 22-1 소제목③ / G4348 + KRX 실측,"이-팔 전쟁 유가 테마 동반 급등. 실측 O17,000 H19,370 L15,050 C16,540(+9.9%)·2,562억. ※흥구석유·ANKOR유전과 동일 재료(저자 매매는 ANKOR/흥구 중심, 한국석유=테마 실증·손익 미서술)"
CASE-0211,211,실패,2024-04-18,하이스틸,071090,상따,상한가 반복 풀림,상따/상한가 반복 풀림,G4308,6-2권 상한가이론 / G4308 + KRX 실측,"중국 철강 관세 재료. 실측 O3,360 H3,775 L3,320 C3,430(+18.07%)·612억. ★상한가 도달 후 풀려 +18% 마감=상한가 반복 풀림(불안정 whipsaw) 대응 예시"
CASE-0212,212,실패,2024-04-04,판타지오,032800,상따,불안정 상한가,상따/불안정 상한가,G4266,6-2권 상한가이론(11) / G4266 + KRX 실측,"상한가 마감 O257 H=C332(+29.69%)·224억이나 ★불안정하게 상한가 도달(지저분한 흐름). 저자 선호 X, 불안정 2~3번↑ 시 종목 교체 예시"
CASE-0213,213,실패,2023-10-16,빅텍,065450,상따,방산 약세 대조군,상따/방산 약세 대조군,G4230,6-2권 상한가이론(5) / G4230 + KRX 실측,"이-팔 전쟁 방산 테마이나 대장주 대비 약세. 실측 O5,520 H6,200 L4,810 C5,200(-2.07%)·2,110억. ★대장주 판별 반례(2등주 약세=매매 회피 대조군)"
CASE-0214,214,실패,2023-10-16,스페코,013810,상따,방산 약세 대조군,상따/방산 약세 대조군,G4230,6-2권 상한가이론(5) / G4230 + KRX 실측,"이-팔 전쟁 방산 테마이나 약세. 실측 O4,135 H4,545 L3,715 C4,020(-0.62%)·204억. ★대장주 판별 반례(약세 대조군)"
CASE-0215,215,성공,2023-02-28,미래컴퍼니,049950,적정거래대금,거래대금디테일 1번→2번,적정거래대금/거래대금디테일 1번→2번,G5162;G5166,스윙 07 거래대금디테일 자료집 p.148~152 / G5162~G5166 + KRX 실측,"삼성 헬스케어 로봇 M&A 재료. 1번 첫 수급 발생일 02-28 상한가 O23,900 H=C30,150(+29.96%)·1,207억 → 반복 재료 2차 상승(03-27 세브란스 H49,700·06-28 재부각·08-02 H50,800). 거래대금 디테일 1번→2번 패턴 실증"
CASE-0216,216,성공,2023-05-22,웰바이오텍,010600,적정거래대금,거래대금디테일 1번→2번,적정거래대금/거래대금디테일 1번→2번,G5167;G5169,스윙 07 거래대금디테일 자료집 p.153~155 / G5167~G5169 + KRX 실측,"우크라이나 재건 사업 재료. 1번 첫 수급 발생일 05-22 상한가 O1,693 H=C2,190(+29.97%)·579억 → 재료 릴레이(05-25 조인트벤처·06-29 전기차·07-12 리튬 원광·07-17 리튬 제련) 계단식 본격 상승(최고 5,610). 1번→2번 반복 파동"
CASE-0217,217,성공,2023-07-17,알체라,347860,적정거래대금,거래대금디테일 1번→2번,적정거래대금/거래대금디테일 1번→2번,G5160;G5161,스윙 07 거래대금디테일 자료집 p.146~147 / G5160~G5161 + KRX 실측,"하이퍼클로바 AI 재료. 1번 첫 수급 발생일 07-17 상한가 O9,220 H=C11,990(+29.9%)·420억 → 2차 본격 상승 07-31(네이버 하이퍼클로바 출시, 상한가 H14,230 +29.95%). 거래대금 디테일 1번→2번"
CASE-0218,218,성공,2023-01-25,안랩,053800,기준봉 패턴,재료→기준봉→상승,기준봉 패턴/재료→기준봉→상승,G5358,스윙 09_주가재료관계 / G5358 + KRX 실측,"정치테마(안철수 양자대결 우세). 기준봉일 상한가 O73,300 H=C91,200(+29.91%)·3,188억. 천고점 돌파+수급 유입 상따"
CASE-0219,219,성공,2023-01-17,레인보우로보틱스,277810,기준봉 패턴,재료→기준봉→상승,기준봉 패턴/재료→기준봉→상승,,스윙 09_주가재료관계 + KRX 실측,"삼성 로봇 출시 기대. 기준봉일 O57,200 H63,500 C63,200(+11.46%)·2,384억(고가 87,200까지 상승)"
CASE-0220,220,성공,2023-02-02,소니드,060230,기준봉 패턴,재료→기준봉→상승,기준봉 패턴/재료→기준봉→상승,G5344,스윙 09_주가재료관계 / G5344 + KRX 실측,"다믈멀티미디어 인수 참여. 기준봉일 상한가 O4,735 H=C6,100(+29.93%)·2,264억. 기준봉 시가 돌파+눌림목 데이트레이딩"
CASE-0221,221,성공,2023-02-20,소니드,060230,기준봉 패턴,재료→기준봉→상승,기준봉 패턴/재료→기준봉→상승,G5345,스윙 09_주가재료관계 / G5345 + KRX 실측,"폐배터리 전처리 인수(별개 파동). O4,525 H5,170 C4,875(+8.94%)·481억. 수급 유입 구간 기준봉 스윙. ※0220과 별개일"
CASE-0222,222,성공,2023-02-23,티로보틱스,117730,기준봉 패턴,재료→기준봉→상승,기준봉 패턴/재료→기준봉→상승,,스윙 09_주가재료관계 + KRX 실측,"자율주행로봇·SK 2차전지 자동화. 기준봉일 O7,670 H8,990 C8,540(+11.78%)·637억"
CASE-0223,223,성공,2023-02-24,폴라리스오피스,041020,기준봉 패턴,재료→기준봉→상승,기준봉 패턴/재료→기준봉→상승,,스윙 09_주가재료관계 + KRX 실측,"지분가치·AI. 기준봉일 O1,954 H2,270 C2,105(+9.07%)·285억. ※CASE-0057(2024-01-11)과 별개"
CASE-0224,224,성공,2023-02-03,한국정보통신,025770,기준봉 패턴,재료→기준봉→상승,기준봉 패턴/재료→기준봉→상승,G5343,스윙 09_주가재료관계 / G5343 + KRX 실측,"애플페이 국내 개시. 기준봉일 O12,520 H16,270 C15,770(+25.96%)·2,387억(고가 18,330까지)"
CASE-0225,225,성공,2023-03-06,포스코엠텍,009520,기준봉 패턴,재료→기준봉→상승,기준봉 패턴/재료→기준봉→상승,,스윙 09_주가재료관계 + KRX 실측,"2차전지·철강. 기준봉일 상한가 O9,130 H=C11,550(+29.92%)·4,896억"
CASE-0226,226,성공,2023-03-10,케이씨에스,115500,기준봉 패턴,재료→기준봉→상승,기준봉 패턴/재료→기준봉→상승,G5341;G5342,스윙 09_주가재료관계 / G5341·G5342 + KRX 실측,"정부 양자기술 투자. 기준봉일 상한가 O9,790 H=C11,860(+29.9%)·1,913억. 기준봉 시가 매수 1박2일 스윙"
CASE-0227,227,성공,2023-03-21,STX,011810,기준봉 패턴,재료→기준봉→상승,기준봉 패턴/재료→기준봉→상승,,스윙 09_주가재료관계 + KRX 실측,"인적분할·美 보조금. 기준봉일 O4,610 H5,820 C5,380(+20.09%)·564억"
CASE-0228,228,성공,2023-03-24,한미반도체,042700,기준봉 패턴,재료→기준봉→상승,기준봉 패턴/재료→기준봉→상승,,스윙 09_주가재료관계 + KRX 실측,"반도체 업황. 기준봉일 O16,850 H20,600 C19,940(+21.88%)·5,487억. ※CASE-0045(2024-02-13)와 별개"
CASE-0229,229,성공,2023-04-03,이구산업,025820,기준봉 패턴,재료→기준봉→상승,기준봉 패턴/재료→기준봉→상승,,스윙 09_주가재료관계 + KRX 실측,"이차전지 구리·원자재. 기준봉일 상한가 O3,545 H=C4,400(+29.99%)·1,298억"
CASE-0230,230,성공,2023-04-05,랩지노믹스,084650,기준봉 패턴,재료→기준봉→상승,기준봉 패턴/재료→기준봉→상승,,스윙 09_주가재료관계 + KRX 실측,"암 정복 정책·클리아랩 인수. 기준봉일 O5,450 H6,750 C6,470(+19.59%)·855억"
CASE-0231,231,성공,2023-04-24,신성이엔지,011930,기준봉 패턴,재료→기준봉→상승,기준봉 패턴/재료→기준봉→상승,,스윙 09_주가재료관계 + KRX 실측,"온실가스 제로·삼성 클린룸. 기준봉일 O2,060 H2,365 C2,340(+15.84%)·1,722억"
CASE-0232,232,성공,2023-06-21,동운아나텍,094170,기준봉 패턴,재료→기준봉→상승,기준봉 패턴/재료→기준봉→상승,,스윙 09_주가재료관계 + KRX 실측,"타액 혈당 측정. 기준봉일 상한가 O10,000 H=C12,090(+30.0%)·1,540억"
CASE-0233,233,성공,2023-06-29,펩트론,087010,기준봉 패턴,재료→기준봉→상승,기준봉 패턴/재료→기준봉→상승,,스윙 09_주가재료관계 + KRX 실측,"비만·당뇨 치료제 라이선싱. 기준봉일 O10,800 H12,800 C11,400(+4.68%)·333억(고가 17,000+). ※CASE-0199(2024-07-01)와 별개"
CASE-0234,234,성공,2022-07-07,유일로보틱스,388720,기준봉 패턴,재료→기준봉→상승,기준봉 패턴/재료→기준봉→상승,G5339,스윙 09_주가재료관계 / G5339 + KRX 실측,"현대차 산업로봇 공급. 기준봉일 상한가 O15,550 H=C20,050(+29.77%)·381억"
CASE-0235,235,성공,2022-08-03,켐트로스,220260,기준봉 패턴,재료→기준봉→상승,기준봉 패턴/재료→기준봉→상승,G5340,스윙 09_주가재료관계 / G5340 + KRX 실측,"전해액 첨가제 국산화·현대차 공급. 기준봉일 O8,120 H10,500 C10,100(+23.47%)·1,642억"
CASE-0236,236,성공,2022-04-04,패션플랫폼,225590,기준봉 패턴,재료→기준봉→상승,기준봉 패턴/재료→기준봉→상승,G5346,스윙 09_주가재료관계 / G5346 + KRX 실측,"마스크 해제 리오프닝. 기준봉일 O2,155 H2,640 C2,575(+20.61%)·542억"
CASE-0237,237,성공,2022-04-08,엠아이텍,179290,기준봉 패턴,재료→기준봉→상승,기준봉 패턴/재료→기준봉→상승,G5347,스윙 09_주가재료관계 / G5347 + KRX 실측,"매각/M&A(보스턴사이언티픽·올림푸스). 기준봉일 상한가 O8,670 H=C11,000(+29.72%)·1,672억"
CASE-0238,238,성공,2024-05-16,잇츠한불,226320,짝짓기,화장품 테마 동반(후보군),짝짓기/화장품 테마 동반(후보군),G4369;G4371,6-3권 22-2 짝짓기 / G4369·G4371 + KRX 실측,"화장품 테마 동반 상승(한국화장품제조 CASE-0196 상한가일). O14,780 H17,130 C15,700(+11.58%)·428억. 저자 짝짓기 2등주 후보군(선택=한국화장품 0197)"
CASE-0239,239,성공,2024-05-16,코리아나,027050,짝짓기,화장품 테마 동반(후보군),짝짓기/화장품 테마 동반(후보군),G4369;G4371,6-3권 22-2 짝짓기 / G4369·G4371 + KRX 실측,"화장품 테마 동반 상승. O3,335 H3,805 C3,630(+13.08%)·829억. 짝짓기 2등주 후보군"
CASE-0240,240,성공,2024-05-16,제이준코스메틱,025620,짝짓기,화장품 테마 동반(후보군),짝짓기/화장품 테마 동반(후보군),G4369;G4371,6-3권 22-2 짝짓기 / G4369·G4371 + KRX 실측,"화장품 테마 동반 상승. O9,000 H9,950 C9,580(+8.62%)·37억. 짝짓기 2등주 후보군"
CASE-0241,241,성공,2023-02-14,제주반도체,080220,기준봉 패턴,재료→기준봉→상승,기준봉 패턴/재료→기준봉→상승,G5338,스윙 09_주가재료관계 p.27 / G5338 + KRX 실측 + 사용자 키움 원문 확인,"AI 저전력 반도체 기술력 부각(재료 뉴스 02-11 토). 기준봉일(장대양봉+대량거래 타원) 실측 O4,310 H5,340 L4,305 C5,140(+20.66%)·2,441억. ★노트 ""기준봉 02-11""은 재료일 오기 → 키움 원문 확인 결과 기준봉일=**2023-02-14**(사용자 확인)로 정정·해소"
CASE-0242,242,성공,2021-12-07,일동제약,249420,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"기준봉일 상한가 H21,550 C21,550(+29.82%)·2,280억(노트 2280억 일치). 저점 반등 기준봉 패턴"
CASE-0243,243,성공,2021-12-13,로보티즈,108490,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,G5433,스윙 10_기준봉Part01 예시③ / G5433 + KRX 실측,"삼성전자 로봇 사업. 기준봉일 상한가 H16,800 C16,800(+29.73%)·644억(노트 644억 일치). 대기업 재료"
CASE-0244,244,성공,2021-12-21,로보로보,215100,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"로봇 테마. 기준봉일 H4,860 C4,430(+18.45%)·1,507억(노트 1507억 일치)"
CASE-0245,245,성공,2021-12-22,하이로닉,149980,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"기준봉일 H9,350 C8,700(+18.37%)·864억(노트 864억 일치)"
CASE-0246,246,성공,2021-12-27,퍼스텍,010820,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"방산. 기준봉일 상한가 H2,890 C2,890(+29.89%)·1,050억(노트 1050억 일치)"
CASE-0247,247,성공,2021-12-28,알에프세미,096610,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"기준봉일 H6,720 C5,980(+15.67%)·669억(노트 669억 일치)"
CASE-0248,248,성공,2021-12-29,비트나인,357880,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"기준봉일 H15,450 C14,750(+21.9%)·1,685억(노트 1685억 일치)"
CASE-0249,249,성공,2021-12-30,로스웰,900260,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,G5427,스윙 10_기준봉Part01 예시② / G5427 + KRX 실측,자회사 中 1.6조 스마트홈 공급. 기준봉일 상한가 H347 C347(+29.96%)·71억(노트 71억 일치)
CASE-0250,250,성공,2022-01-03,EDGC,245620,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,G5423,스윙 10_기준봉Part01 예시① / G5423 + KRX 실측,"유전자 빅데이터 메타버스. 기준봉일 상한가 H4,225 C4,225(+30.0%)·799억(노트 796~800억·고가 4,225 일치). ※CASE-0102(EDGC 2023-12-08 갭하락)와 별개"
CASE-0251,251,성공,2022-01-03,현대무벡스,319400,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"기준봉일 H4,055 C3,900(+24.01%)·839억(노트 796억 근사)"
CASE-0252,252,성공,2022-01-04,KCC,002380,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"대형주 기준봉. H389,000 C387,500(+25.4%)·1,994억(노트 1994억 일치)"
CASE-0253,253,성공,2022-01-05,TS트릴리온,317240,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"기준봉일 상한가 H1,025 C1,025(+29.58%)·221억(노트 221억 일치). ※CASE-0118(2023-11-29 하한가반등)과 별개"
CASE-0254,254,성공,2022-01-06,한네트,052600,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"기준봉일 상한가 H9,240 C9,240(+29.96%)·1,010억(노트 1010억 일치)"
CASE-0255,255,성공,2022-01-07,아진엑스텍,059120,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"기준봉일 상한가 H13,300 C13,300(+29.76%)·340억(노트 340억 일치)"
CASE-0256,256,성공,2022-01-07,이랜시스,264850,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"기준봉일 H4,085 C3,820(+16.11%)·450억(노트 450억 일치)"
CASE-0257,257,성공,2022-01-11,모다이노칩,080420,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"기준봉일 상한가 H4,575 C4,575(+29.97%)·962억(노트 962억 일치)"
CASE-0258,258,성공,2022-01-11,텔레칩스,054450,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"기준봉일 H21,450 C20,850(+22.29%)·4,006억(노트 4006억 일치)"
CASE-0259,259,성공,2022-01-11,코이즈,121850,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"기준봉일 상한가 H7,290 C7,290(+29.95%)·711억(노트 717억 근사). ※12월 연속 상한가 후 재상승 국면"
CASE-0260,260,성공,2022-01-13,알루코,001780,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"기준봉일 H4,485 C4,385(+26.92%)·2,452억(노트 2452억 일치)"
CASE-0261,261,성공,2022-01-18,한국석유,004090,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"기준봉일 상한가 H14,100 C14,100(+29.95%)·738억(노트 738억 일치). ※CASE-0210(2023-10-16 이-팔유가)과 별개"
CASE-0262,262,성공,2022-01-20,디와이,013570,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"기준봉일 H10,050 C9,520(+23.0%)·1,856억(노트 1856억 일치)"
CASE-0263,263,성공,2022-01-21,대신정보통신,020180,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"기준봉일 상한가 H1,540 C1,540(+29.96%)·449억(노트 449억 일치)"
CASE-0264,264,성공,2022-01-24,미래생명자원,218150,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"기준봉일 상한가 H4,730 C4,730(+29.95%)·797억(노트 798억 일치)"
CASE-0265,265,성공,2022-01-25,그린케미칼,083420,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"기준봉일 상한가 H10,750 C10,750(+29.99%)·736억(노트 736억 일치)"
CASE-0266,266,성공,2022-01-25,희림,037440,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"기준봉일 H9,680 C9,680(+27.37%)·526억(노트 526억 일치). ※CASE-0042(2023-10-24 종가관리)와 별개"
CASE-0267,267,성공,2022-02-03,파미셀,005690,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part02 예시집 + KRX 실측,"기준봉일 H13,100 C12,550(+23.04%)·674억(노트 674억 일치). 오랜 횡보 후 재상승"
CASE-0268,268,성공,2022-02-04,TJ미디어,032540,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part02 예시집 + KRX 실측,"기준봉일 상한가 H6,130 C6,130(+29.87%)·184억(노트 184억 일치)"
CASE-0269,269,성공,2022-02-07,녹십자엠에스,142280,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part02 예시집 + KRX 실측,"기준봉일 상한가 H9,070 C9,070(+29.94%)·961억(노트 961억 일치)"
CASE-0270,270,성공,2022-02-09,대원제약,003220,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part02 예시집 + KRX 실측,"기준봉일 H20,400 C19,850(+21.04%)·2,648억(노트 2648억 일치, 권리락 이력)"
CASE-0271,271,성공,2022-02-09,메디아나,041920,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part02 예시집 + KRX 실측,"기준봉일 상한가 H7,780 C7,780(+29.88%)·392억(노트 392억 일치)"
CASE-0272,272,성공,2022-02-10,무학,033920,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part02 예시집 + KRX 실측,"기준봉일 H11,450 C11,200(+25.7%)·603억(노트 603억 일치)"
CASE-0273,273,성공,2022-02-10,엠브레인,169330,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part02 예시집 + KRX 실측,"기준봉일 상한가 H11,550 C11,550(+29.63%)·190억(노트 190억 일치, 장기 횡보 후 반등)"
CASE-0274,274,성공,2022-02-10,제주맥주,276730,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part02 예시집 + KRX 실측,"기준봉일 상한가 H3,145 C3,145(+29.96%)·1,160억(노트 1160억 일치, 상장 후 저점 반등)"
CASE-0275,275,성공,2022-02-10,피씨엘,241820,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part02 예시집 + KRX 실측,"기준봉일 H49,200 C46,650(+21.33%)·619억(노트 619억 일치, 대시세 후 하락 반등)"
CASE-0276,276,성공,2022-02-14,이구산업,025820,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part02 예시집 + KRX 실측,"러우 전쟁 원자재·구리. 기준봉일 H5,070 C4,745(+21.51%)·1,965억(노트 1965억 일치). ※CASE-0229(2023-04-03)과 별개"
CASE-0277,277,성공,2022-02-14,지에스이,053050,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part02 예시집 + KRX 실측,"러우 전쟁 가스 테마. 기준봉일 상한가 H4,660 C4,660(+29.99%)·2,151억(노트 2151억 일치). ※CASE-0088(2023-10-11)과 별개"
CASE-0278,278,성공,2022-02-15,무림페이퍼,009200,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part02 예시집 + KRX 실측,"기준봉일 H3,035 C2,690(+15.2%)·806억(노트 806억 일치, 저점 반등)"
CASE-0279,279,성공,2022-02-15,NHN벅스,104200,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part02 예시집 + KRX 실측,"기준봉일 상한가 H14,750 C14,750(+29.96%)·1,205억(노트 1205억 일치)"
CASE-0280,280,성공,2022-02-16,베셀,177350,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part02 예시집 + KRX 실측,"기준봉일 상한가 H4,000 C4,000(+29.87%)·50억(노트 50억 일치, 저점 반등 후 급등). ※CASE-0131(2024-01-08)과 별개"
CASE-0281,281,성공,2022-02-16,에너토크,019990,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part02 예시집 + KRX 실측,"기준봉일 상한가 H13,650 C13,650(+30.0%)·779억(노트 779억 일치). ※CASE-0191(2024-05-27 원전)과 별개"
CASE-0282,282,성공,2021-12-15,JW신약,067290,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시⑨ + KRX 실측,"아토피 신약 임상+무상증자. 장대양봉 기준봉일 H4,750 C4,305(+13.59%)·445억(노트 445억 일치, 3,700→6,000 급등)"
CASE-0283,283,성공,2022-01-21,우리넷,115440,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,,스윙 10_기준봉Part01 예시집 + KRX 실측,"기준봉일 H10,700 C9,450(+14.55%)·977억(노트 977억 일치)"
CASE-0284,284,성공,2022-01-14,비엘(前 바이오리더스),142760,기준봉 패턴,10 예시집,기준봉 패턴/10 예시집,G5515,스윙 10_기준봉Part01 예시⑲ / G5515 + KRX 실측,"코로나 치료제(화이자보다 효과 높은 백신). 기준봉일 상한가 O9,400 H10,700 C10,700(+29.70%)·1,400억(노트 1400억 정확 일치). ★2022-01 당시 사명=바이오리더스(현 비엘) — 사명 변경으로 초기 스캔 누락, 코드(142760) 대조로 해소"
CASE-0285,285,성공,2019-11-14,케어랩스,263700,재료매매,기업 매각,재료매매/기업 매각,G6123,재료매매 5권 G6123 + KRX 실측,"데일리블록체인의 케어랩스 지분 29.8% 매각(피매각). 장대양봉 H16,800 C16,150(+24.71%)·355억"
CASE-0286,286,성공,2019-11-14,시티랩스(前 데일리블록체인),139050,재료매매,기업 매각,재료매매/기업 매각,G6123,재료매매 5권 G6123 + KRX 실측,"케어랩스 지분 29.8% 매각 주체. 상한가 H1,140 C1,140(+29.55%)·114억. ※당시 사명 데일리블록체인"
CASE-0287,287,성공,2020-06-15,디와이디(前 MP한강),219550,재료매매,기업 매각,재료매매/기업 매각,G6127,재료매매 5권 G6127 + KRX 실측,MP그룹 미스터피자 매각→재무개선 기대 관련주. 점상한가 O988 C988(+30.00%)·17억. ※당시 사명 MP한강
CASE-0288,288,성공,2020-06-16,현대두산인프라코어(前 두산인프라코어),042670,재료매매,기업 매각,재료매매/기업 매각,G6129,재료매매 5권 G6129 + KRX 실측,"인적분할 후 사업회사 매각(두산 3조 확보). 뉴스 익일 상한가 H7,480 C7,480(+29.86%)·3,656억(대형주). ※당시 사명 두산인프라코어"
CASE-0289,289,성공,2021-03-17,한국맥널티,222980,재료매매,기업 매각,재료매매/기업 매각,G6174,재료매매 5권 G6174 + KRX 실측,"이베이코리아 5조 매각 인수전 대장. 상한가 H9,360 C9,360(+30.00%)·510억"
